# Samsung SM-S928B (e3q) vendor-DLKM KMI CRC baseline
# Firmware: S928BXXS6DZG1; kernel: 6.1.145-android14-11-33419968-abS928BXXS6DZG1
# Captured over rooted ADB on 2026-08-09 from 351 persistent vendor_dlkm modules.
# Includes kernel-KMI imports present in Android 14/6.1 2025-09 ABI lists.
# Device audit: 0 kernel CRC conflicts; 0 DLKM export conflicts; 0 importer/provider mismatches.
# symbol	crc	modules
__mutex_init	0xa571f6b0	adsp_factory_module;adsp_sleepmon;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bcl_soc;blk_sec_wb;bt_fm_slim;bwmon;camera;cdsprm;cfg80211;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_hwevent;coresight_remote_etm;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;cs_dsp;drm_display_helper;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;glink_pkt;gpr_dlkm;gsim;hall_ic;hdmi_dlkm;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_video;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;pinctrl_lpi_dlkm;pwm_qti_lpg;q6_notifier_dlkm;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_cpuss_sleep_stats;qcom_glink;qcom_iommu_debug;qcom_pm8008_regulator;qcom_q6v5_pas;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qpnp_lcdb_regulator;qrng_dlkm;qsee_ipc_irq_bridge;qti_amoled_ecm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;s2dos05_regulator;s2dos07;s2mpb03;sb_core;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_user_reset;sec_rdx_bootdev;sec_vibrator_inputff_module;sg;slim_qcom_ngd_ctrl;slimbus;smsc75xx;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_hdmi_codec;snvm;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;sps_drv;spss_utils;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;ubwcp;usb_f_gsi;usb_f_qdss;usb_notify_layer;usb_typec_manager;uwb;wcd938x_dlkm;wcd939x_dlkm;wcd_usbss_i2c;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
__napi_schedule	0xf5221e2b	ipam;qca_cld3_kiwi_v2
__netdev_alloc_skb	0x1ba22d8b	cfg80211;ipam;mac80211;qca_cld3_kiwi_v2;smsc95xx
__netif_napi_del	0xf7cce469	ipam;qca_cld3_kiwi_v2
__netlink_kernel_create	0x9f3fe1fe	adsp_factory_module;qca_cld3_kiwi_v2
__nla_parse	0x581e2394	cfg80211;qca_cld3_kiwi_v2;rmnet_wlan;wonder
__nla_validate	0x933dc050	cfg80211;msm_sysstats
__nlmsg_put	0x899805b0	adsp_factory_module;qca_cld3_kiwi_v2;rmnet_core
__num_online_cpus	0xc60d0620	msm_show_resume_irq
__of_get_address	0x42ec81ae	boot_stats;leds_qti_tri_led;msm_drm;msm_lmh_dcvs;pci_msm_drv;pm8941_pwrkey;pwm_qti_lpg;qcom_spmi_wled;qpnp_amoled_regulator
__of_parse_phandle_with_args	0x26f40d9d	audpkt_ion_dlkm;btpower;bwmon;camera;cnss2;core_hang_detect;coresight;coresight_csr;coresight_cti;coresight_tmc_sec;cpu_voltage_cooling;dmesg_dumper;dwc3_msm;flicker_sensor;frpc_adsprpc;gh_panic_notifier;hdm;ipam;ipclite;llcc_qcom;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;machine_dlkm;mbhc_dlkm;memlat;msm_drm;msm_eva;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_sharedmem;msm_video;nfc_nxp_sec;pci_msm_drv;pwm_qti_lpg;qcom_cpufreq_hw_debug;qcom_q6v5_pas;qcom_smd;qcom_spmi_adc5_gen3;qcom_spss;qseecom_dlkm;qti_amoled_ecm;qti_devfreq_cdev;redriver;repeater;sdhci_msm_sec;sec_rdx_bootdev;smp2p;snd_soc_cirrus_amp;spss_utils;swr_dmic_dlkm;usb_vendor_receiver;wcd938x_dlkm;wcd939x_dlkm;wcd_core_dlkm;wonder;wsa883x_dlkm;wsa884x_dlkm
__page_frag_cache_drain	0x4bbba0b1	qca_cld3_kiwi_v2
__page_pinner_put_page	0xbf444ebf	msm_kgsl;qca_cld3_kiwi_v2;rmnet_core;rmnet_mem
__pagevec_release	0x8030d003	msm_kgsl
__pci_register_driver	0x2ede99c1	cnss2;pci_msm_drv
__per_cpu_offset	0x280f9f14	blk_sec_stats;coresight;mac80211;memlat;msm_kgsl;msm_performance;qcom_lpm;rmnet_core;rmnet_shs;ssg
__phy_modify	0x91f2c938	at803x
__platform_driver_register	0x894c433a	abc_hub;adsp_loader_dlkm;adsp_sleepmon;audio_pkt_dlkm;audpkt_ion_dlkm;bam_dma;bcl_soc;btpower;bwmon;bwprof;c1dcvs_scmi_v2;camcc_volcano;camera;cdsp_loader;cdsprm;cnss2;core_hang_detect;coresight_csr;coresight_dummy;coresight_funnel;coresight_hwevent;coresight_remote_etm;coresight_replicator;coresight_tmc_sec;cpu_voltage_cooling;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;ddr_cdev;debugcc_cliffs;debugcc_pineapple;debugcc_volcano;dmesg_dumper;dwc3_msm;dynpf_scmi;eud;fingerprint;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;glink_probe;gpu_dump_skip_cdev;gpucc_cliffs;gpucc_volcano;gsim;hall_ic;hdmi_dlkm;health_monitor;i2c_msm_geni;i3c_master_msm_geni;ipam;ipclite;leds_qpnp_vibrator_ldo;leds_qti_flash;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;memlat;mfd_max77775;mpam;msm_drm;msm_eva;msm_ext_display;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_show_resume_irq;msm_video;nfc_nxp_sec;pci_msm_drv;pcie_pdc;pdic_max77705;pdic_max77775;phy_generic;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;pm8941_pwrkey;pmic_pon_log;pwm_qti_lpg;q6_notifier_dlkm;qcedev_mod_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_edac;qcom_iommu_debug;qcom_lpm;qcom_pm8008_regulator;qcom_pon;qcom_q6v5_pas;qcom_smd;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcrypto_msm_dlkm;qfprom_sys;qpnp_amoled_regulator;qpnp_lcdb_regulator;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_amoled_ecm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_fixed_regulator;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;qti_userspace_cdev;rdbg;s2mpb02_regulator;sdhci_msm_sec;sec_abc_detect_conn;sec_ap_pmic;sec_arm64_debug;sec_arm64_fsimd_debug;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_qcom_wdt_core;sec_qc_smem;sec_qc_user_reset;sec_rdx_bootdev;sec_thermistor;sec_vibrator_inputff_module;slim_qcom_ngd_ctrl;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smp2p_sleepstate;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_usb_audio_qmi;snvm_plat;spcom;spf_core_dlkm;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;stub_dlkm;swr_ctrl_dlkm;sys_pm_vx;tz_log_dlkm;ubwcp;usb_notifier;usb_vendor_receiver;vibrator_vib_info;videocc_volcano;wcd938x_dlkm;wcd939x_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wonder
__pm_relax	0x1aa68695	cnss2;fingerprint;frpc_adsprpc;gpr_dlkm;hall_ic;ipam;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77775;msm_drm;msm_geni_serial;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;qca_cld3_kiwi_v2;rmnet_shs;sec_battery;sec_direct_charger;sec_vibrator_inputff_module;spcom;stm_ts_spi;synaptics_ts_spi;usb_notify_layer
__pm_runtime_disable	0x05e59274	coresight_dummy;coresight_funnel;coresight_remote_etm;coresight_replicator;coresight_tmc_sec;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;msm_kgsl;pinctrl_lpi_dlkm;qcom_lpm;qcom_q6v5_pas;sdhci_msm_sec;slim_qcom_ngd_ctrl;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
__pm_runtime_idle	0x14cee5de	camera;coresight;coresight_cti;coresight_funnel;coresight_replicator;coresight_stm;coresight_tgu;coresight_tmc;coresight_tpda;coresight_tpdm;coresight_trace_noc;dwc3_msm;i3c_master_msm_geni;msm_drm;msm_kgsl;msm_video;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;qcom_q6v5_pas;sec_common_fn;slim_qcom_ngd_ctrl;spi_msm_geni;stm_ts_spi;synaptics_ts_spi;usb_f_gsi;usb_f_qdss;videocc_volcano;wcd_usbss_i2c
__pm_runtime_resume	0xabe820ab	bam_dma;camera;cl_dsp_debugfs;cnss2;coresight;coresight_cti;coresight_funnel;coresight_stm;coresight_tgu;coresight_trace_noc;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_drm;msm_geni_serial;msm_kgsl;msm_video;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qcom_q6v5_pas;sdhci_msm_sec;sec_common_fn;slim_qcom_ngd_ctrl;slimbus;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_core;stm_ts_spi;swr_ctrl_dlkm;synaptics_ts_spi;usb_f_gsi;usb_f_qdss;videocc_volcano;wcd_usbss_i2c
__pm_runtime_set_status	0x22808c6a	bam_dma;coresight_funnel;coresight_replicator;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;slimbus;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm
__pm_runtime_suspend	0x7c91d8d1	bam_dma;cl_dsp_debugfs;cnss2;coresight_stm;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;slimbus;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
__pm_runtime_use_autosuspend	0x446c5527	bam_dma;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
__pm_stay_awake	0xe186a5ce	fingerprint;gh_panic_notifier;ipam;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77775;msm_drm;msm_geni_serial;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;qca_cld3_kiwi_v2;rmnet_shs;sec_battery;sec_direct_charger;sec_pon_alarm;sec_vibrator_inputff_module;stm_ts_spi;synaptics_ts_spi;usb_notify_layer
__pskb_pull_tail	0x263e8160	cfg80211;ipam;mac80211;qca_cld3_kiwi_v2;qrtr_mhi;qrtr_smd;rmnet_core;rmnet_wlan
__put_net	0x64b548b6	cfg80211
__put_task_struct	0x950c847f	hung_task_enh;msm_eva;msm_sysstats
__rcu_read_lock	0x8d522714	cfg80211;dropdump;input_booster_lkm;leds_qti_flash;mac80211;msm_drm;msm_eva;msm_sysstats;nfc_nxp_sec;qmi_helpers;rmnet_core;rmnet_ctl;rmnet_perf;rmnet_shs;rmnet_wlan;ssg;wonder
__rcu_read_unlock	0x2469810f	cfg80211;dropdump;input_booster_lkm;leds_qti_flash;mac80211;msm_drm;msm_eva;msm_sysstats;nfc_nxp_sec;qmi_helpers;rmnet_core;rmnet_ctl;rmnet_perf;rmnet_shs;rmnet_wlan;ssg;wonder
__register_chrdev	0xbd842ba8	bt_fm_slim;btpower;mhi_dev_uci;qrng_dlkm;stm_core
__register_rpmsg_driver	0x22984856	adsp_sleepmon;cdsprm;frpc_adsprpc;glink_pkt;gpr_dlkm;mhi_dev_satellite;msm_eva;pci_msm_drv;qcom_glink;qcom_sysmon;qrtr_smd;spcom
__regmap_init	0xfcb220b8	swr_dlkm
__release_region	0x1848221d	camera
__request_region	0x0ca39ba0	camera
__reset_control_get	0x151b3aa8	msm_eva
__rht_bucket_nested	0xd0d156e9	mac80211
__scsi_print_sense	0xaac892f6	sg
__sdhci_add_host	0x4c3c5d85	sdhci_msm_sec
__sdhci_set_timeout	0xdc029933	sdhci_msm_sec
__sg_page_iter_dma_next	0xcc445ceb	qcom_iommu_debug
__sg_page_iter_next	0x7c9ca58f	msm_kgsl;qcom_iommu_debug
__sg_page_iter_start	0xccd4c999	msm_kgsl;qcom_iommu_debug
__skb_get_hash	0x1ddd1883	mac80211;qca_cld3_kiwi_v2;rmnet_shs
__skb_gso_segment	0x69420fe8	mac80211;rmnet_core;rmnet_shs
__sock_create	0x7265e465	cfg80211
__spi_alloc_controller	0x139ba157	spi_msm_geni
__spi_register_driver	0x9a9c1906	camera;nfc_nxp_sec;stm_ts_spi;stmvl53l8;synaptics_ts_spi;uwb
__srcu_read_lock	0x5f0dddd4	stm_core
__srcu_read_unlock	0x492dabdc	stm_core
__stack_chk_fail	0xc2c193d2	abc_hub;adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;at803x;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bam_dma;bcl_soc;bhs_irq_controller;blk_sec_stats;blk_sec_wb;btpower;bwmon;bwprof;c1dcvs_scmi_v2;camera;cdsp_loader;cdsprm;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;common_muic;core_hang_detect;coresight;coresight_csr;coresight_cti;coresight_dummy;coresight_funnel;coresight_hwevent;coresight_remote_etm;coresight_replicator;coresight_stm;coresight_tgu;coresight_tmc;coresight_tmc_sec;coresight_tpda;coresight_tpdm;coresight_trace_noc;cpu_voltage_cooling;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;cs_dsp;ddr_cdev;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;dropdump;dwc3_msm;dynpf_scmi;ehset;eud;f_fs_ipc_log;fingerprint;flicker_sensor;flicker_test;frpc_adsprpc;gh_ctrl;gh_irq_lend;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;glink_probe;gpr_dlkm;gpu_dump_skip_cdev;gsim;hall_ic;hdcp_qseecom_dlkm;hdm;hdmi_dlkm;health_monitor;hung_task_enh;hvc_gunyah;hwmon;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_qpnp_vibrator_ldo;leds_qti_flash;leds_qti_tri_led;leds_s2mpb02;llcc_perfmon;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;lvstest;mac80211;machine_dlkm;max31760_fan;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mbhc_dlkm;memlat;mfd_max77705;mfd_max77775;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;mpam;msm_drm;msm_eva;msm_geni_serial;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_show_resume_irq;msm_sysstats;msm_video;nb7vpq904m;nfc_nxp_sec;nu1668_charger;pca9481_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;phy_generic;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;pinctrl_lpi_dlkm;pinctrl_spmi_gpio;pinctrl_spmi_mpp;pm8941_pwrkey;pmic_pon_log;pwm_qti_lpg;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_edac;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_lpm;qcom_pil_info;qcom_pm8008_regulator;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_smd;qcom_spmi_adc5_gen3;qcom_spmi_temp_alarm;qcom_spmi_wled;qcom_spss;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfprom_sys;qmi_helpers;qpnp_amoled_regulator;qpnp_lcdb_regulator;qrtr_mhi;qrtr_smd;qsee_ipc_irq_bridge;qseecom_dlkm;qti_amoled_ecm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_fixed_regulator;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;redriver;repeater;repeater_i2c_eusb2;rmnet_aps;rmnet_core;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sb_core;sdhci_msm_sec;sec_abc_detect_conn;sec_ap_pmic;sec_arm64_fsimd_debug;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_pon_alarm;sec_qc_hw_param;sec_qc_qcom_wdt_core;sec_qc_smem;sec_qc_soc_id;sec_qc_user_reset;sec_rdx_bootdev;sec_reloc_gpio;sec_switch_class;sec_thermistor;sec_vibrator_inputff_module;sensors_core;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smp2p_sleepstate;smsc75xx;smsc95xx;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;ssg;stm_core;stm_p_ost;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;sysmon_subsystem_stats;thermal_config;tz_log_dlkm;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_mon_gadget;usb_notifier;usb_notify_layer;usb_typec_manager;usb_vendor_receiver;uwb;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wcd_usbss_i2c;wez02;wonder;wsa883x_dlkm;wsa884x_dlkm
__sw_hweight16	0x57674fd7	cfg80211;mac80211
__sw_hweight32	0x74c134b9	camera;cfg80211;drm_display_helper;hwmon;mac80211;qca_cld3_kiwi_v2;slimbus
__sw_hweight64	0x9f46ced8	ipclite_test;mac80211;msm_drm
__sw_hweight8	0xdc3fcbc9	cfg80211;drm_display_helper;i3c_master_msm_geni;mac80211;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
__task_pid_nr_ns	0x29757059	msm_sysstats;sg
__tasklet_hi_schedule	0x3e3bad0a	camera;mhi;qca_cld3_kiwi_v2
__tasklet_schedule	0x9d2ab8ac	bam_dma;ipam;mac80211;mhi;msm_gpi;qca_cld3_kiwi_v2;qcedev_mod_dlkm;rmnet_core
__trace_trigger_soft_disabled	0x942c940f	bam_dma;camera;cfg80211;cpucp_log;frpc_adsprpc;gsim;hwmon;i2c_msm_geni;i3c_master_msm_geni;ipam;mac80211;msm_drm;msm_geni_serial;msm_kgsl;msm_video;qca_cld3_kiwi_v2;qcom_lpm;rmnet_core;rproc_qcom_common;slim_qcom_ngd_ctrl;smcinvoke_dlkm;spi_msm_geni;ubwcp
__traceiter_block_rq_insert	0x04669f2f	ssg
__traceiter_gpu_mem_total	0x448af6f4	msm_kgsl
__tracepoint_android_rvh_audio_usb_offload_disconnect	0xb46edc7c	snd_usb_audio_qmi
__tracepoint_android_rvh_mmc_resume	0xa9abf6b0	sdhci_msm_sec
__tracepoint_android_rvh_mmc_suspend	0x1cc48910	sdhci_msm_sec
__tracepoint_android_rvh_set_balance_anon_file_reclaim	0x996cfb08	mem_hooks
__tracepoint_android_rvh_shmem_get_folio	0xa82a9fd7	msm_kgsl
__tracepoint_android_rvh_sk_alloc	0xda71608c	delayed_sack
__tracepoint_android_rvh_sk_free	0x06bf13fe	delayed_sack
__tracepoint_android_rvh_usb_dev_suspend	0x6590059a	snd_usb_audio_qmi
__tracepoint_android_vh_audio_usb_offload_connect	0x33a52dcb	snd_usb_audio_qmi
__tracepoint_android_vh_check_uninterrupt_tasks	0xcc643163	hung_task_enh
__tracepoint_android_vh_check_uninterrupt_tasks_done	0x72d14168	hung_task_enh
__tracepoint_android_vh_cpu_idle_enter	0x656d334c	qcom_lpm
__tracepoint_android_vh_cpu_idle_exit	0x51b29892	qcom_lpm
__tracepoint_android_vh_cpuidle_psci_enter	0xe2b81116	msm_show_resume_irq
__tracepoint_android_vh_cpuidle_psci_exit	0x8c331003	msm_show_resume_irq
__tracepoint_android_vh_do_wake_up_sync	0x24bef402	rmnet_shs
__tracepoint_android_vh_gic_v3_suspend	0x81031745	msm_show_resume_irq
__tracepoint_android_vh_is_fpsimd_save	0x961b247c	sec_arm64_fsimd_debug
__tracepoint_android_vh_jiffies_update	0x5415675e	bwmon;memlat
__tracepoint_android_vh_kswapd_per_node	0xe7839d0d	mem_hooks
__tracepoint_android_vh_meminfo_proc_show	0xd7997ac2	msm_kgsl
__tracepoint_android_vh_ptype_head	0x40b365e3	dropdump
__tracepoint_android_vh_rproc_recovery	0x2941030b	rproc_qcom_common
__tracepoint_android_vh_rproc_recovery_set	0xf3adfa5d	qcom_q6v5_pas;rproc_qcom_common
__tracepoint_android_vh_scan_abort_check_wmarks	0x814e8595	mem_hooks
__tracepoint_android_vh_scheduler_tick	0xa3e74b24	memlat
__tracepoint_android_vh_show_mem	0x5d877102	msm_kgsl
__tracepoint_android_vh_show_resume_epoch_val	0x8917c5f6	msm_show_epoch
__tracepoint_android_vh_show_suspend_epoch_val	0xaf7f3246	msm_show_epoch
__tracepoint_android_vh_thermal_pm_notify_suspend	0x8224984a	qti_thermal_vendor_hooks
__tracepoint_android_vh_try_fixup_sea	0x834ac862	mem_hooks
__tracepoint_android_vh_usb_dev_resume	0x32f2ae2b	snd_usb_audio_qmi
__tracepoint_block_rq_insert	0xf4a00349	ssg
__tracepoint_gpu_mem_total	0x16fa73fe	msm_kgsl
__tracepoint_ipi_entry	0x3f573f55	qcom_lpm
__tracepoint_ipi_raise	0xe612228f	qcom_lpm
__tracepoint_kfree_skb	0x72edf918	dropdump
__tracepoint_mmap_lock_acquire_returned	0xbe118c52	glink_pkt;msm_kgsl
__tracepoint_mmap_lock_released	0x5efdd68b	glink_pkt;msm_kgsl
__tracepoint_mmap_lock_start_locking	0xbd628752	glink_pkt;msm_kgsl
__tracepoint_suspend_resume	0xfede9222	qcom_lpm;qcom_stats;sec_ap_pmic
__tty_insert_flip_char	0x2f90d388	msm_geni_serial
__udelay	0x9e7d6bd0	cnss2;flicker_test;mhi;msm_drm;msm_geni_serial;msm_kgsl;qca_cld3_kiwi_v2;stmvl53l8;wez02
__udp4_lib_lookup	0x53d5595d	rmnet_perf
__udp6_lib_lookup	0xb60b1290	rmnet_perf
__uio_register_device	0x8b9b8ccb	msm_sharedmem
__unregister_chrdev	0x6bc3fbc0	bt_fm_slim;btpower;qfs4008_spidev;qrng_dlkm;stm_core
__usecs_to_jiffies	0xf1969a8e	frpc_adsprpc;i2c_msm_geni;mac80211;qca_cld3_kiwi_v2
__v4l2_ctrl_modify_range	0xb09c0033	msm_video
__v4l2_device_register_subdev_nodes	0x906d9c8d	camera
